GEOID,county_name,total_population,equity_need_score,commute_burden_score,is_transit_desert,transit_access_index,median_household_income,predicted_burden_score,high_priority_flag
06097152204,Sonoma,4166,0.5054,0.0958,1,0.0,78500,0.0629,0
06097152804,Sonoma,3118,0.4813,0.0063,1,0.0,63482,0.0218,0
06097150501,Sonoma,2828,0.319,0.1405,1,0.0,195233,0.0923,0
06097154306,Sonoma,1633,0.4238,0.0141,1,0.0,98558,0.0734,0
06097152205,Sonoma,2168,0.3417,0.0139,1,0.0,137259,0.0551,0
06097153905,Sonoma,3410,0.4085,0.017,1,0.0,105625,0.0425,0
06097151403,Sonoma,4604,0.4667,0.0522,1,0.0,88973,0.0541,0
06097153712,Sonoma,2019,0.4712,0.0991,1,0.0,96000,0.0524,0
06097153601,Sonoma,1720,0.3834,0.0574,1,0.0,126618,0.0622,0
06097153810,Sonoma,3911,0.3794,0.1177,1,0.0,145806,0.0714,0
06097153904,Sonoma,1776,0.4301,0.0095,1,0.0,94583,0.0571,0
06097153811,Sonoma,5487,0.3447,0.0734,1,0.0,151932,0.0738,0
06097151206,Sonoma,5403,0.5079,0.0934,1,0.0,75781,0.0993,0
06081602100,San Mateo,3484,0.4875,0.0902,1,0.0,87853,0.1009,0
06081602400,San Mateo,7636,0.3659,0.0316,0,0.001849351385012,128750,0.0764,0
06081602500,San Mateo,5293,0.3472,0.1082,1,0.0,159712,0.1176,0
06095252000,Solano,4203,0.4972,0.1207,1,0.0,90370,0.1398,1
06095252103,Solano,6673,0.4792,0.145,1,0.0,102760,0.1138,0
06095252105,Solano,3112,0.4369,0.1881,1,0.0,133784,0.136,1
06095252106,Solano,4479,0.4739,0.1903,1,0.0,114943,0.1642,1
06081603700,San Mateo,5644,0.4165,0.108,1,0.0,122337,0.1422,1
06081612600,San Mateo,4372,0.3113,0.04,1,0.0,160962,0.0777,0
06081612700,San Mateo,2064,0.2442,0.0734,1,0.0,250001,0.0624,0
06081612800,San Mateo,3379,0.2125,0.0099,1,0.0,250001,0.041,0
06095252107,Solano,3342,0.4363,0.1512,1,0.0,123787,0.1399,1
06095252108,Solano,2996,0.3566,0.1178,1,0.0,156818,0.1196,0
06095252306,Solano,3058,0.4641,0.1538,1,0.0,111012,0.1422,1
06095252401,Solano,4820,0.5636,0.2023,1,0.0,75370,0.1739,1
06095252402,Solano,5610,0.5729,0.2301,1,0.0,78098,0.1933,1
06095252501,Solano,3067,0.5895,0.2204,1,0.0,62524,0.1668,1
06081604000,San Mateo,3273,0.3365,0.0532,1,0.0,150750,0.0911,0
06081604102,San Mateo,3164,0.3724,0.0625,0,0.2048983981082484,113750,0.1247,0
06095252605,Solano,5914,0.6142,0.2735,1,0.0,64278,0.1459,1
06095252606,Solano,6206,0.5497,0.1462,1,0.0,65011,0.1117,0
06095252607,Solano,3740,0.5689,0.1761,1,0.0,60536,0.136,1
06095252608,Solano,4559,0.5316,0.1691,1,0.0,85322,0.1265,0
06095252703,Solano,4222,0.5439,0.1972,1,0.0,86579,0.1529,1
06095252704,Solano,5345,0.5284,0.153,1,0.0,82120,0.1274,0
06095252705,Solano,6372,0.4954,0.1842,1,0.0,103992,0.1265,0
06095252706,Solano,4247,0.4983,0.2519,1,0.0,117708,0.1711,1
06095252707,Solano,4297,0.5409,0.1712,1,0.0,80321,0.1668,1
06097150205,Sonoma,4350,0.4528,0.0803,1,0.0,100431,0.0913,0
06097150206,Sonoma,1184,0.4493,0.0432,1,0.0,93576,0.0988,0
06097150502,Sonoma,1322,0.3988,0.1345,1,0.0,138893,0.1416,1
06097151505,Sonoma,1305,0.3048,0.0461,1,0.0,169010,0.0888,0
06097154307,Sonoma,783,0.4755,0.0733,1,0.0,89615,0.0975,0
06081604400,San Mateo,5314,0.3387,0.0659,0,0.2923392755037597,121471,0.1296,1
06081604800,San Mateo,5349,0.3459,0.0855,0,0.0996369084235905,144283,0.1021,0
06081605100,San Mateo,2927,0.402,0.1473,0,0.0203094515072473,138667,0.1345,1
06081605200,San Mateo,3623,0.3362,0.1519,1,0.0,184107,0.1355,1
06095252610,Solano,2906,0.5187,0.1352,1,0.0,82500,0.1578,1
06095252908,Solano,3708,0.4858,0.1573,1,0.0,102500,0.1376,1
06095252909,Solano,5112,0.3971,0.141,1,0.0,141739,0.1308,1
06095253000,Solano,5774,0.5477,0.0999,1,0.0,-666666666,0.1198,0
06095252801,Solano,2720,0.4582,0.0,1,0.0,78082,0.1271,0
06081605300,San Mateo,5149,0.3106,0.0759,1,0.0,174464,0.1133,0
06081605400,San Mateo,6790,0.3925,0.2184,1,0.0,167067,0.1574,1
06081605800,San Mateo,2723,0.2855,0.0644,1,0.0,190673,0.1443,1
06095253101,Solano,5156,0.4378,0.0947,1,0.0,110241,0.1018,0
06095253105,Solano,7130,0.4675,0.0786,1,0.0,93500,0.1166,0
06095253106,Solano,3797,0.5057,0.116,1,0.0,85208,0.1219,0
06095253107,Solano,5862,0.5341,0.1487,1,0.0,77250,0.1601,1
06095253201,Solano,5230,0.4187,0.1478,1,0.0,132500,0.115,0
06085503111,Santa Clara,5243,0.3988,0.0586,1,0.0,118864,0.0845,0
06085503112,Santa Clara,4062,0.5068,0.0772,1,0.0,72064,0.1088,0
06085506302,Santa Clara,6180,0.2872,0.0457,1,0.0,180155,0.0609,0
06085511200,Santa Clara,4995,0.2293,0.0435,1,0.0,250001,0.0563,0
06085509801,Santa Clara,5921,0.2844,0.0412,1,0.0,180903,0.0429,0
06085512401,Santa Clara,4600,0.45,0.2993,1,0.0,155431,0.1677,1
06085511911,Santa Clara,5049,0.3352,0.0967,1,0.0,164821,0.1214,0
06085506801,Santa Clara,6111,0.2712,0.0855,1,0.0,222938,0.0614,0
06085507600,Santa Clara,6018,0.2264,0.0377,1,0.0,250001,0.0631,0
06085505202,Santa Clara,7912,0.3745,0.0225,1,0.0,121944,0.104,0
06085512035,Santa Clara,4900,0.2815,0.0479,1,0.0,186731,0.0516,0
06085511913,Santa Clara,4624,0.247,0.079,1,0.0,250001,0.0625,0
06085502500,Santa Clara,6537,0.2619,0.0538,1,0.0,212722,0.0712,0
06085506502,Santa Clara,4893,0.3615,0.0727,1,0.0,143075,0.112,0
06085507206,Santa Clara,2594,0.2349,0.0547,1,0.0,250001,0.069,0
06085504308,Santa Clara,4895,0.3105,0.091,1,0.0,179875,0.1021,0
06085504202,Santa Clara,4184,0.3315,0.1083,1,0.0,172115,0.1118,0
06085504201,Santa Clara,5936,0.2935,0.0672,1,0.0,184539,0.0909,0
06085503113,Santa Clara,4746,0.471,0.0677,1,0.0,90188,0.0935,0
06085510500,Santa Clara,4637,0.2327,0.0503,1,0.0,250001,0.0439,0
06085512031,Santa Clara,4378,0.309,0.1002,1,0.0,184917,0.07,0
06085502902,Santa Clara,9155,0.2949,0.0571,1,0.0,178375,0.0502,0
06085502601,Santa Clara,3048,0.3421,0.055,1,0.0,148417,0.0891,0
06085503803,Santa Clara,4988,0.317,0.0546,1,0.0,162500,0.087,0
06085512052,Santa Clara,4279,0.365,0.0411,1,0.0,132698,0.089,0
06097153602,Sonoma,3824,0.3424,0.1277,1,0.0,171389,0.119,0
06097151701,Sonoma,3667,0.469,0.0805,1,0.0,93421,0.069,0
06097153707,Sonoma,1558,0.5049,0.1026,1,0.0,81587,0.0922,0
06097153201,Sonoma,4195,0.4162,0.0441,1,0.0,107985,0.0688,0
06085506802,Santa Clara,5885,0.2743,0.0488,1,0.0,193981,0.0521,0
06085500800,Santa Clara,4483,0.3508,0.0859,1,0.0,152112,0.0892,0
06085502302,Santa Clara,3332,0.3835,0.0368,1,0.0,120821,0.0753,0
06085501102,Santa Clara,4191,0.3735,0.0647,1,0.0,134250,0.0918,0
06085502703,Santa Clara,4015,0.3693,0.08,1,0.0,139702,0.1267,0
06085511917,Santa Clara,4220,0.282,0.1244,1,0.0,239073,0.0678,0
06085511918,Santa Clara,3127,0.261,0.0745,1,0.0,231724,0.0944,0
06085509110,Santa Clara,3248,0.2641,0.0371,1,0.0,199821,0.049,0
06085505011,Santa Clara,4875,0.2503,0.0041,1,0.0,196131,0.0468,0
06085508705,Santa Clara,4463,0.2821,0.0284,1,0.0,177301,0.0422,0
06085512515,Santa Clara,5028,0.3515,0.1226,1,0.0,161989,0.1413,1
06085508509,Santa Clara,4186,0.3029,0.0063,1,0.0,155813,0.0335,0
06085508005,Santa Clara,3615,0.2993,0.0194,1,0.0,162535,0.0479,0
06085504508,Santa Clara,4302,0.2621,0.0558,1,0.0,214412,0.0586,0
06085512054,Santa Clara,4150,0.4311,0.1107,1,0.0,116250,0.0582,0
06085505013,Santa Clara,5965,0.2845,0.0519,1,0.0,185227,0.0763,0
06085504902,Santa Clara,4616,0.2563,0.0497,1,0.0,218750,0.0299,0
06085508707,Santa Clara,4033,0.302,0.099,1,0.0,191439,0.0645,0
06085508706,Santa Clara,4079,0.3081,0.123,1,0.0,198250,0.0652,0
06085505901,Santa Clara,4153,0.3129,0.0636,1,0.0,169421,0.0654,0
06085503221,Santa Clara,2338,0.5684,0.1697,1,0.0,57396,0.1465,1
06085503220,Santa Clara,5092,0.5002,0.1334,1,0.0,91650,0.1302,1
06085501101,Santa Clara,4369,0.4797,0.0758,1,0.0,88583,0.0972,0
06085503122,Santa Clara,3451,0.5327,0.0945,1,0.0,54344,0.1482,1
06085503121,Santa Clara,5056,0.543,0.154,1,0.0,74063,0.1791,1
06085502301,Santa Clara,3185,0.3331,0.0982,1,0.0,166833,0.1015,0
06085503118,Santa Clara,4413,0.5014,0.1406,1,0.0,92656,0.0856,0
06085502604,Santa Clara,3998,0.4169,0.0546,1,0.0,110395,0.0895,0
06085512047,Santa Clara,5783,0.2966,0.0794,1,0.0,187813,0.0494,0
06085503117,Santa Clara,2823,0.4595,0.0408,1,0.0,89583,0.0704,0
06097153202,Sonoma,3299,0.5277,0.111,1,0.0,69592,0.0521,0
06097151406,Sonoma,2963,0.5185,0.0619,1,0.0,50417,0.0983,0
06001444602,Alameda,4935,0.3219,0.1016,1,0.0,175250,0.1083,0
06001450502,Alameda,6266,0.3299,0.1731,0,0.0022730555636144,202003,0.129,1
06001450751,Alameda,12662,0.3139,0.2128,1,0.0,250001,0.1571,1
06001450752,Alameda,9631,0.33,0.2449,1,0.0,250001,0.1522,1
06001435602,Alameda,5671,0.4979,0.1032,1,0.0,86099,0.0985,0
06001437101,Alameda,7960,0.4279,0.1999,1,0.0,140682,0.1694,1
06001438203,Alameda,4091,0.4114,0.1234,0,0.0075541019677117,128568,0.136,1
06001443105,Alameda,4668,0.2854,0.1167,1,0.0,225795,0.1159,0
06001443321,Alameda,3372,0.3582,0.0249,1,0.0,132188,0.0727,0
06001451504,Alameda,1539,0.4016,0.2231,1,0.0,162083,0.1298,1
06001403502,Alameda,1919,0.465,0.1444,1,0.0,108478,0.1386,1
06085502901,Santa Clara,6213,0.3306,0.0421,1,0.0,151010,0.0834,0
06085503337,Santa Clara,4330,0.4069,0.1178,1,0.0,130568,0.0775,0
06085512043,Santa Clara,5919,0.5361,0.1153,1,0.0,63033,0.0877,0
06085503713,Santa Clara,3331,0.5009,0.0475,1,0.0,64753,0.0679,0
06085503902,Santa Clara,6393,0.4743,0.1002,1,0.0,94883,0.1118,0
06001403702,Alameda,2238,0.4193,0.0824,1,0.0,115156,0.088,0
06001425101,Alameda,1754,0.5009,0.0955,1,0.0,81722,0.1641,1
06001430101,Alameda,7034,0.3019,0.1194,1,0.0,204527,0.1394,1
06001430102,Alameda,2459,0.3379,0.1397,1,0.0,177250,0.1644,1
06085504323,Santa Clara,5733,0.3345,0.0498,0,0.0428536210512749,146667,0.0874,0
06013381000,Contra Costa,6703,0.586,0.264,0,0.0767094779835617,70687,0.1816,1
06085511915,Santa Clara,4055,0.47,0.0816,1,0.0,93382,0.0618,0
06085504322,Santa Clara,6103,0.2865,0.0291,0,0.0048855697897799,174318,0.0728,0
06085512038,Santa Clara,3142,0.4619,0.0793,1,0.0,95795,0.1489,1
06085505006,Santa Clara,11716,0.254,0.0264,1,0.0,205610,0.09,0
06085506202,Santa Clara,8409,0.3053,0.0681,1,0.0,175179,0.064,0
06085508508,Santa Clara,6144,0.3763,0.0807,1,0.0,136625,0.0862,0
06085508507,Santa Clara,2838,0.2948,0.0363,1,0.0,172426,0.048,0
06085508003,Santa Clara,2353,0.2722,0.0192,1,0.0,181771,0.0537,0
06081600402,San Mateo,4688,0.3469,0.1725,0,0.4,134704,0.1385,1
06081601901,San Mateo,4080,0.4407,0.123,0,0.1124075337457951,104596,0.1508,1
06081603802,San Mateo,5530,0.3484,0.0983,1,0.0,155924,0.1471,1
06081609201,San Mateo,3548,0.3094,0.0467,1,0.0,165288,0.0664,0
06081609202,San Mateo,5172,0.3539,0.0557,1,0.0,142500,0.0555,0
06085511302,Santa Clara,3466,0.4857,0.1484,1,0.0,100852,0.1132,0
06085512045,Santa Clara,5244,0.3315,0.119,1,0.0,174926,0.0659,0
06085512037,Santa Clara,3064,0.3363,0.122,1,0.0,172929,0.0659,0
06085512036,Santa Clara,4884,0.3774,0.1059,1,0.0,143729,0.0622,0
06013307102,Contra Costa,5694,0.5751,0.2263,1,0.0,75532,0.1576,1
06013331000,Contra Costa,7789,0.4922,0.1802,0,0.0560124394730732,100294,0.1571,1
06085512311,Santa Clara,4171,0.3737,0.1138,1,0.0,147681,0.1338,1
06081614000,San Mateo,5872,0.2843,0.0708,1,0.0,195082,0.1129,0
06081600401,San Mateo,3278,0.3226,0.1685,0,0.3431504130667938,152611,0.1249,0
06081603801,San Mateo,1992,0.4657,0.0859,1,0.0,95573,0.1202,0
06081984300,San Mateo,0,0.5211,0.0999,0,0.1332806027114559,-666666666,0.0891,0
06085512313,Santa Clara,3833,0.4574,0.1396,1,0.0,110954,0.1411,1
06085512314,Santa Clara,7077,0.5141,0.2442,1,0.0,108950,0.1347,1
06085512604,Santa Clara,4744,0.5427,0.1752,1,0.0,80552,0.1538,1
06085502603,Santa Clara,3026,0.2855,0.0292,1,0.0,175592,0.0497,0
06013359104,Contra Costa,2537,0.5883,0.3138,1,0.0,92423,0.2257,1
06097152702,Sonoma,4401,0.4258,0.0551,1,0.0,106033,0.0561,0
06097152701,Sonoma,4387,0.4645,0.0393,1,0.0,86673,0.0507,0
06097150701,Sonoma,4903,0.4947,0.1996,1,0.0,107610,0.1345,1
06097153002,Sonoma,7218,0.48,0.0524,1,0.0,81504,0.0758,0
06097150800,Sonoma,4550,0.4568,0.0931,1,0.0,101192,0.1237,0
06097152300,Sonoma,4104,0.3624,0.0052,1,0.0,124211,0.0375,0
06097153404,Sonoma,3557,0.4546,0.0402,1,0.0,91207,0.0636,0
06097151309,Sonoma,5829,0.4618,0.1671,1,0.0,115144,0.1136,0
06097151307,Sonoma,5254,0.4022,0.1004,1,0.0,127708,0.1082,0
06097151204,Sonoma,3180,0.4986,0.0811,1,0.0,78094,0.1505,1
06097152501,Sonoma,4047,0.4144,0.0434,1,0.0,108553,0.0535,0
06013368001,Contra Costa,5013,0.5313,0.2076,1,0.0,93636,0.1204,0
06013304003,Contra Costa,3279,0.4649,0.2187,1,0.0,126232,0.1387,1
06013303204,Contra Costa,4735,0.4825,0.2244,1,0.0,118487,0.1194,0
06013355110,Contra Costa,4112,0.5666,0.3231,1,0.0,103438,0.1621,1
06013306004,Contra Costa,3863,0.6606,0.4479,1,0.0,90495,0.2024,1
06013304004,Contra Costa,3634,0.4796,0.2863,1,0.0,136438,0.1443,1
06013303202,Contra Costa,9146,0.4164,0.2594,1,0.0,164952,0.1359,1
06013320003,Contra Costa,3068,0.3416,0.1302,1,0.0,172500,0.1307,1
06013392300,Contra Costa,3754,0.4317,0.2867,1,0.0,163565,0.1925,1
06013370000,Contra Costa,2960,0.3437,0.1062,0,0.0026386635870446,160986,0.1308,1
06097152000,Sonoma,2345,0.4828,0.0204,1,0.0,69375,0.0736,0
06013306003,Contra Costa,5166,0.6236,0.2854,0,0.0041357203843966,59275,0.1548,1
06013313205,Contra Costa,1978,0.5038,0.2166,0,0.0119554615623591,106317,0.1969,1
06013333101,Contra Costa,3951,0.4587,0.1584,1,0.0,114679,0.1501,1
06013333102,Contra Costa,4251,0.4648,0.1754,1,0.0,115763,0.2066,1
06097152100,Sonoma,3057,0.4654,0.0387,1,0.0,86250,0.0599,0
06097151900,Sonoma,2881,0.4747,0.0056,1,0.0,69643,0.0404,0
06055201004,Napa,6844,0.4648,0.1303,1,0.0,105703,0.1369,1
06055201601,Napa,2446,0.3741,0.0516,1,0.0,130357,0.0428,0
06055200301,Napa,6120,0.4425,0.0269,1,0.0,93400,0.0987,0
06055200505,Napa,2857,0.4706,0.0437,1,0.0,84394,0.1183,0
06055200707,Napa,3508,0.4016,0.0687,1,0.0,119643,0.0819,0
06055201602,Napa,2980,0.3283,0.0359,1,0.0,150375,0.0857,0
06055201007,Napa,3991,0.4084,0.1306,1,0.0,133750,0.1106,0
06055200302,Napa,2716,0.4286,0.081,1,0.0,110673,0.1023,0
06055201003,Napa,5018,0.3874,0.2041,1,0.0,165833,0.1635,1
06097152201,Sonoma,4315,0.4753,0.0278,1,0.0,75625,0.0594,0
06097151308,Sonoma,5055,0.4944,0.1954,1,0.0,106593,0.1055,0
06097150702,Sonoma,4593,0.4147,0.1388,1,0.0,132378,0.1487,1
06097150303,Sonoma,4021,0.4257,0.0814,1,0.0,112594,0.1119,0
06097153902,Sonoma,4486,0.4566,0.0362,1,0.0,89712,0.0821,0
06097154100,Sonoma,3717,0.3921,0.074,1,0.0,126495,0.0929,0
06097153403,Sonoma,3689,0.4683,0.0557,1,0.0,89015,0.0714,0
06097151000,Sonoma,3353,0.4323,0.0604,1,0.0,104432,0.1153,0
06097152502,Sonoma,3945,0.5167,0.1266,1,0.0,81618,0.0837,0
06097153003,Sonoma,5449,0.5132,0.0738,1,0.0,65458,0.072,0
06097150603,Sonoma,7048,0.4978,0.1269,1,0.0,91333,0.1219,0
06097150601,Sonoma,3857,0.4783,0.1035,1,0.0,94167,0.1253,0
06097150100,Sonoma,2332,0.3886,0.0999,1,0.0,135938,0.1333,1
06097150304,Sonoma,5597,0.5349,0.1586,1,0.0,80222,0.1189,0
06097152801,Sonoma,3965,0.5419,0.1874,1,0.0,84744,0.0902,0
06097153006,Sonoma,7652,0.461,0.0405,1,0.0,88909,0.063,0
06097151100,Sonoma,5065,0.4205,0.0977,1,0.0,117941,0.1212,0
06097153502,Sonoma,3804,0.4182,0.1588,1,0.0,135625,0.1114,0
06097153705,Sonoma,3424,0.4227,0.028,1,0.0,101750,0.033,0
06097151503,Sonoma,3165,0.3141,0.0754,1,0.0,172571,0.067,0
06055200705,Napa,2846,0.4596,0.0953,1,0.0,100750,0.1231,0
06055200804,Napa,5411,0.5011,0.1264,1,0.0,89924,0.1037,0
06055200803,Napa,2236,0.3852,0.0898,1,0.0,135000,0.1284,0
06013329000,Contra Costa,6488,0.4262,0.1142,0,0.1236423877043036,108257,0.1511,1
06055200602,Napa,4482,0.4746,0.1219,1,0.0,100212,0.1111,0
06055200601,Napa,4949,0.3737,0.0803,1,0.0,137679,0.0939,0
06055201006,Napa,3436,0.407,0.1458,1,0.0,137292,0.1704,1
06055200706,Napa,3132,0.3772,0.0808,1,0.0,136419,0.1106,0
06055200504,Napa,5956,0.4792,0.0902,1,0.0,91379,0.098,0
06013340004,Contra Costa,3940,0.3752,0.183,0,0.0656426315082507,157631,0.1277,0
06013337202,Contra Costa,5515,0.5444,0.2104,1,0.0,89484,0.1477,1
06013334007,Contra Costa,3435,0.4784,0.137,1,0.0,101458,0.121,0
06013334008,Contra Costa,3793,0.4829,0.2366,1,0.0,121212,0.1258,0
06013355123,Contra Costa,3333,0.3675,0.32,1,0.0,250001,0.1701,1
06013355125,Contra Costa,4096,0.3495,0.2839,1,0.0,250001,0.0933,0
06075017102,San Francisco,3646,0.1929,0.1083,0,0.6999999999999998,171205,0.0997,0
06075012302,San Francisco,2614,0.406,0.1106,0,0.7,43879,0.0739,0
06075016801,San Francisco,3898,0.1783,0.1119,0,0.7,182344,0.0911,0
06075011902,San Francisco,2650,0.3653,0.1058,0,0.7,81995,0.0993,0
06075012202,San Francisco,2978,0.3725,0.0504,0,0.7,50583,0.0985,0
06075012601,San Francisco,2164,0.1778,0.1062,0,0.6999999999999998,180123,0.1065,0
06075012602,San Francisco,2768,0.1811,0.0952,0,0.6090718065136733,189500,0.1085,0
06075012902,San Francisco,3322,0.1248,0.0473,0,0.7,205463,0.0867,0
06075013101,San Francisco,4269,0.1307,0.0792,0,0.7,219107,0.0826,0
06075013102,San Francisco,2731,0.1534,0.1506,0,0.7,242969,0.0925,0
06075015801,San Francisco,3394,0.267,0.0845,0,0.7,121058,0.1032,0
06041102202,Marin,5393,0.409,0.0678,1,0.0,116483,0.1306,1
06041102203,Marin,5486,0.5219,0.1299,1,0.0,78704,0.2091,1
06041109001,Marin,3864,0.4732,0.1048,1,0.0,96486,0.1349,1
06097152203,Sonoma,3362,0.5045,0.0619,1,0.0,67750,0.0999,0
06097152903,Sonoma,4967,0.4399,0.0656,1,0.0,102500,0.0346,0
06097152904,Sonoma,5594,0.3989,0.0772,1,0.0,123935,0.0834,0
06097153102,Sonoma,6000,0.4747,0.0785,1,0.0,90849,0.0765,0
06097153501,Sonoma,4410,0.4201,0.0318,1,0.0,103604,0.073,0
06081613702,San Mateo,4687,0.4423,0.1528,1,0.0,120557,0.1175,0
06081608025,San Mateo,6340,0.3396,0.1522,1,0.0,181314,0.1199,0
06081610901,San Mateo,3591,0.3996,0.027,1,0.0,112059,0.0511,0
06081604104,San Mateo,3862,0.3607,0.0204,0,0.1320753273954446,115781,0.0927,0
06097153903,Sonoma,3933,0.4342,0.0546,1,0.0,102639,0.0504,0
06081602002,San Mateo,4036,0.3613,0.0865,1,0.0,146786,0.1292,1
06081612002,San Mateo,2941,0.446,0.0224,1,0.0,91127,0.0706,0
06097150901,Sonoma,5130,0.4385,0.0649,1,0.0,103101,0.0971,0
06097150902,Sonoma,3668,0.4119,0.1015,1,0.0,123529,0.1204,0
06081612102,San Mateo,3935,0.492,0.0195,1,0.0,58618,0.0628,0
06081611902,San Mateo,7336,0.3775,0.0804,1,0.0,136287,0.0928,0
06081600702,San Mateo,2724,0.2972,0.1058,0,0.4,143843,0.1081,0
06081602602,San Mateo,4370,0.3264,0.077,1,0.0,163828,0.0863,0
06081600502,San Mateo,3908,0.3885,0.0769,0,0.0209810254005416,126805,0.1338,1
06081600701,San Mateo,3620,0.4163,0.1923,0,0.7503999999999997,70290,0.1193,0
06081605502,San Mateo,2599,0.2911,0.0918,1,0.0,200350,0.0891,0
06081612101,San Mateo,3484,0.3965,0.0362,1,0.0,115109,0.0421,0
06081602201,San Mateo,4761,0.4716,0.0387,1,0.0,82015,0.0927,0
06097154000,Sonoma,2294,0.3453,0.0678,1,0.0,150000,0.0871,0
06085508006,Santa Clara,4215,0.2454,0.0054,1,0.0,203750,0.0436,0
06085506504,Santa Clara,2832,0.4475,0.0,1,0.0,85278,0.0337,0
06085512511,Santa Clara,4872,0.4374,0.1033,1,0.0,112188,0.0875,0
06055200704,Napa,4930,0.4972,0.0377,1,0.0,63462,0.078,0
06013380001,Contra Costa,2896,0.4576,0.1694,1,0.0,117159,0.1847,1
06013380002,Contra Costa,3470,0.5806,0.1965,1,0.0,58571,0.199,1
06097153001,Sonoma,7215,0.4941,0.0427,1,0.0,69243,0.0492,0
06097153005,Sonoma,6471,0.4033,0.0481,1,0.0,114740,0.0569,0
06081612001,San Mateo,4017,0.4201,0.0685,1,0.0,112118,0.0725,0
06081611901,San Mateo,4392,0.3885,0.0983,1,0.0,135368,0.0666,0
06081602202,San Mateo,3142,0.4658,0.0403,1,0.0,86491,0.0701,0
06081608024,San Mateo,3192,0.2722,0.0766,1,0.0,214719,0.0667,0
06081610902,San Mateo,2804,0.3768,0.0387,1,0.0,125541,0.0641,0
06081605501,San Mateo,2918,0.4799,0.0652,1,0.0,85313,0.1024,0
06081606201,San Mateo,3731,0.5076,0.0538,1,0.0,60703,0.083,0
06081605902,San Mateo,3061,0.4848,0.1572,1,0.0,103075,0.1168,0
06081606202,San Mateo,3805,0.3147,0.1091,1,0.0,184326,0.0776,0
06081601301,San Mateo,3726,0.4427,0.0817,0,0.2873617584240219,77453,0.1022,0
06081601302,San Mateo,4975,0.3611,0.0632,0,0.5226082255032259,91397,0.1085,0
06081604103,San Mateo,4344,0.4228,0.0325,1,0.0,102899,0.0782,0
06081613701,San Mateo,3929,0.3022,0.0764,1,0.0,180216,0.0718,0
06081605901,San Mateo,2815,0.3687,0.075,1,0.0,138934,0.0856,0
06081600501,San Mateo,3793,0.3972,0.0542,0,0.2489715358142818,96696,0.0932,0
06075016802,San Francisco,3807,0.2461,0.1186,0,0.7,141518,0.092,0
06075017101,San Francisco,4250,0.1422,0.0726,0,0.6999999999999997,199676,0.0976,0
06075017801,San Francisco,3582,0.3682,0.0268,0,0.7,25625,0.0605,0
06075022704,San Francisco,3716,0.1013,0.0676,0,0.6999999999999998,250001,0.0646,0
06075025701,San Francisco,5331,0.3102,0.1595,0,0.6999999999999998,118443,0.1174,0
06075025702,San Francisco,4153,0.3727,0.1581,0,0.7,91513,0.123,0
06075031201,San Francisco,6341,0.3397,0.1423,0,0.7,101800,0.1152,0
06075031202,San Francisco,2804,0.2621,0.073,0,0.7,120667,0.088,0
06075032602,San Francisco,4344,0.2125,0.1002,0,0.7,154609,0.0983,0
06075032801,San Francisco,3831,0.2688,0.1425,0,0.6999999999999998,136250,0.1228,0
06075032802,San Francisco,4454,0.2956,0.0957,0,0.7,110926,0.1182,0
06075032901,San Francisco,5064,0.2176,0.1079,0,0.6999999999999997,154291,0.1096,0
06041119202,Marin,3704,0.2576,0.1002,1,0.0,250001,0.1173,0
06041119201,Marin,3812,0.4952,0.0971,1,0.0,85739,0.105,0
06075033203,San Francisco,3313,0.3771,0.0765,0,0.6999999999999998,62813,0.1111,0
06075033204,San Francisco,3620,0.4216,0.1804,0,0.7,69769,0.1369,1
06075042601,San Francisco,4126,0.281,0.1231,0,0.7,124324,0.1213,0
06075042602,San Francisco,2842,0.2214,0.1231,0,0.7,155750,0.1002,0
06075047801,San Francisco,4613,0.2009,0.1037,0,0.7,163178,0.1177,0
06075061200,San Francisco,4006,0.2944,0.0795,0,0.7,107652,0.114,0
06075980300,San Francisco,38,0.3622,0.0,0,0.6780720474364805,-666666666,0.074,0
06075980401,San Francisco,0,0.5477,0.0999,1,0.0,-666666666,0.107,0
06075012502,San Francisco,4629,0.3717,0.0329,0,0.6999999999999998,21653,0.1076,0
06075980200,San Francisco,186,0.4623,0.0999,0,0.4270718090818656,-666666666,0.1089,0
06095251100,Solano,3015,0.6053,0.2936,1,0.0,77870,0.1885,1
06095253108,Solano,3875,0.5148,0.12,1,0.0,80786,0.1112,0
06095253300,Solano,2972,0.4619,0.0829,1,0.0,96585,0.1187,0
06097150602,Sonoma,4841,0.4108,0.1168,1,0.0,127632,0.1142,0
06097151203,Sonoma,4753,0.4855,0.1551,1,0.0,102292,0.128,0
06013322000,Contra Costa,6755,0.336,0.0851,1,0.0,159423,0.1118,0
06013314103,Contra Costa,5554,0.5351,0.1525,1,0.0,77679,0.1911,1
06013356002,Contra Costa,5688,0.446,0.2154,1,0.0,136008,0.1972,1
06013354002,Contra Costa,6943,0.2801,0.1506,0,0.0134883468685274,250001,0.1241,0
06013321103,Contra Costa,4546,0.3659,0.1391,1,0.0,157893,0.1759,1
06013353001,Contra Costa,4420,0.288,0.1667,0,0.0144265036241121,250001,0.1321,1
06013309000,Contra Costa,3600,0.5413,0.1489,1,0.0,73025,0.1206,0
06013323000,Contra Costa,4669,0.4225,0.1497,1,0.0,130673,0.156,1
06013359203,Contra Costa,7200,0.4797,0.2561,1,0.0,127917,0.1822,1
