GEOID,county_name,total_population,stop_density_per_sq_km,pct_area_covered_800m,agencies_serving,avg_stop_departures_per_day,log_dist_to_bart_m,transit_access_index,is_transit_desert,pop_density,log_median_income,zero_vehicle_pct,transit_mode_share,income_quintile,car_dependency_index,transit_need_gap,low_income_poor_transit,zero_veh_x_bart_dist,centroid_lat,centroid_lon,commute_burden_score,equity_need_score,transit_access_index,is_transit_desert
06013324002,Contra Costa,4740,0.0,0.0,0,0.0,7.86353086037852,0.0,1,2338.314680426638,11.548118848538333,0.0974025974025974,0.0883380997775659,2,0.5487012987012987,0.0974025974025974,0.07088981052413701,0.7659283305563493,37.9515743,-122.0605372,0.2148,0.5117,0.0,1
06013320004,Contra Costa,6599,0.0,0.0,0,0.0,8.502823281266064,0.0,1,1112.422726347561,11.679371672605892,0.0206896551724137,0.0302855494663974,3,0.5103448275862068,0.0206896551724137,0.06032979310155162,0.17592048168136604,37.9992449,-122.0795275,0.1448,0.4437,0.0,1
06013336201,Contra Costa,3376,0.0,0.0,0,0.0,7.691855942698685,0.0,1,2721.291877589302,11.437220834219913,0.0560471976401179,0.0698340011448196,2,0.528023598820059,0.0560471976401179,0.0798121706459266,0.4311069702397486,37.9604171,-122.0474661,0.1488,0.5053,0.0,1
06013338203,Contra Costa,5431,0.0,63.22438943064902,0,0.0,5.837910557396325,0.2528975577225961,0,3443.782598394,11.86948740252398,0.0945696342814924,0.2375265392781316,3,0.42083603827944815,0.03477856042022109,0.03364495799767115,0.5520890663810338,37.9256927,-122.0541352,0.1616,0.3557,0.2528975577225961,0
06013338204,Contra Costa,6600,0.0,2.4364734262894485,0,0.0,7.179363225762526,0.009745893705157795,0,2476.5658405078702,11.85466949552054,0.0261657162026165,0.1637931034482758,3,0.5082099112487294,0.025528195480541433,0.04577559654858984,0.1878531806808036,37.9190883,-122.0467663,0.1835,0.4176,0.009745893705157795,0
06013345204,Contra Costa,3152,0.0,0.0,0,0.0,9.00277272811253,0.0,1,214.97538425848936,12.379361866651088,0.0184672206832871,0.0208044382801664,5,0.5092336103416435,0.0184672206832871,0.004011700921291772,0.16625619073153275,37.8320573,-122.0429151,0.1297,0.285,0.0,1
06013345203,Contra Costa,6954,0.0,0.0,0,0.0,9.377990482547022,0.0,1,258.19397438711906,12.085919929397475,0.0292718624222466,0.0126984126984126,4,0.5146359312111233,0.0292718624222466,0.027620731751137995,0.27451124720225445,37.8053853,-122.0228527,0.0817,0.3086,0.0,1
06013345112,Contra Costa,7723,0.0,0.0,0,0.0,8.834500774494984,0.0,1,908.974157010732,12.123190911632774,0.046711509715994,0.0582606248240923,4,0.523355754857997,0.046711509715994,0.0246220745827479,0.41267286876377895,37.761519,-121.9272789,0.1593,0.3401,0.0,1
06013345113,Contra Costa,4767,0.0,0.0,0,0.0,9.279483928290679,0.0,1,877.3448059779051,12.311391660326851,0.0476190476190476,0.0195295162006213,5,0.5238095238095238,0.0476190476190476,0.009480280878331193,0.44188018706146076,37.7955701,-121.9415913,0.1957,0.3271,0.0,1
06001441402,Alameda,5344,0.0,0.0,0,0.0,7.700957851337609,0.0,1,3213.886594141172,12.105915236870528,0.0378619153674833,0.0723768736616702,4,0.5189309576837416,0.0378619153674833,0.026011998401699987,0.29157301441590056,37.5823293,-122.0400088,0.1606,0.344,0.0,1
06001441501,Alameda,5723,0.0,0.0,0,0.0,8.618067519816183,0.0,1,2002.183734557048,12.12793811612594,0.0054119061936259,0.044014808720691,5,0.502705953096813,0.0054119061936259,0.024240135660575812,0.0466401729875794,37.5695603,-122.0740416,0.1144,0.3159,0.0,1
06001441521,Alameda,6016,0.0,0.0,0,0.0,8.216701751712819,0.0,1,3705.065428856912,12.342869326294165,0.0289301310043668,0.0982244049867774,5,0.5144650655021834,0.0289301310043668,0.006947728124524821,0.23771025810086202,37.5730234,-122.0528477,0.1594,0.3046,0.0,1
06001441522,Alameda,5275,0.0,0.0,0,0.0,8.186077132909388,0.0,1,4011.111234707797,12.090566391039395,0.0259208731241473,0.0287511230907457,4,0.5129604365620737,0.0259208731241473,0.027246898149913545,0.21219026674662772,37.5846106,-122.0572653,0.115,0.3244,0.0,1
06001441601,Alameda,4774,0.0,0.0,0,0.0,8.084600055697333,0.0,1,3681.743192820896,12.153030454292626,0.0155440414507772,0.0434782608695652,5,0.5077720207253886,0.0155440414507772,0.02222131793153992,0.125667358378715,37.5635065,-122.0305636,0.1526,0.3313,0.0,1
06001441602,Alameda,7509,0.0,0.0,0,0.0,8.234602726605415,0.0,1,4464.111299806977,11.70905130274058,0.0531634446397188,0.0286389134927664,3,0.5265817223198594,0.0531634446397188,0.05794190229962215,0.4377798461859645,37.5569619,-122.0212342,0.1219,0.4247,0.0,1
06001441800,Alameda,6209,0.0,12.672370437079833,0,0.0,7.19335190389479,0.05068948174831933,0,3047.0396248146776,11.936020908014529,0.0609430604982206,0.0369989722507708,4,0.5051267893749506,0.053220130116192414,0.037669532891055305,0.4383848802640505,37.5591958,-121.9915699,0.0778,0.3353,0.05068948174831933,0
06001441921,Alameda,3849,0.0,0.0,0,0.0,7.520744840052632,0.0,1,4545.30750453078,12.004378648896147,0.0,0.0820668693009118,4,0.5,0.0,0.034181179870035105,0.0,37.5424223,-121.9678076,0.1489,0.363,0.0,1
06001441923,Alameda,5777,0.0,29.21654481963308,0,0.0,6.939794870603912,0.11686617927853232,0,3827.3791879354494,11.796682343919446,0.1021047917599641,0.0861033239887865,3,0.49261930624071587,0.07227329951242117,0.0449440041040405,0.7085863101198795,37.5509616,-121.9850062,0.0893,0.3655,0.11686617927853232,0
06001442100,Alameda,5327,0.0,0.0,0,0.0,7.853922321681518,0.0,1,2865.804416389089,12.336881585641587,0.0037688442211055,0.048959136468774,5,0.5018844221105527,0.0037688442211055,0.007429475058827739,0.029600209755080882,37.5481429,-121.9499143,0.0921,0.272,0.0,1
06001442400,Alameda,6417,0.0,0.0,0,0.0,7.976291484377929,0.0,1,4054.121444315564,11.735164607430017,0.0206757438224911,0.0272410516312955,3,0.5103378719112456,0.0206757438224911,0.05584094215312052,0.16491575938451533,37.5313806,-121.9737794,0.1248,0.4205,0.0,1
06001440337,Alameda,2852,0.0,46.7722302612188,0,0.0,6.485831915913009,0.1870889210448752,0,2514.746982859356,12.429224196812383,0.0,0.0648967551622418,5,0.4064555394775624,0.0,0.0,0.0,37.5937696,-122.0108429,0.1069,0.2236,0.1870889210448752,0
06001440338,Alameda,4095,2.3110499389081363,79.49619466745942,1,21.0,5.960282867748934,0.4188162768370818,0,4731.874749914408,11.883460906867143,0.0537115268557634,0.2115473441108545,3,0.3174476250093408,0.011012906907640983,0.02551959283970153,0.3201358933190434,37.5882461,-122.0142011,0.1557,0.3158,0.4188162768370818,0
06001451103,Alameda,1361,0.0,0.0,0,0.0,9.713438826541894,0.0,1,22.58902175833484,12.429224196812383,0.0,0.0,5,0.5,0.0,0.0,0.0,37.6388221,-121.729043,0.1168,0.2659,0.0,1
06001432602,Alameda,3123,0.0,22.385194175622477,0,0.0,6.836334366671959,0.08954077670248992,0,5092.875505370878,11.601622919731515,0.0987460815047022,0.1577181208053691,2,0.5046026524011061,0.07664157941905617,0.06062302875865068,0.675061230564786,37.7247163,-122.1508066,0.0984,0.4228,0.08954077670248992,0
06001451104,Alameda,7164,0.0,0.0,0,0.0,10.132729658377693,0.0,1,14.39890599162056,12.085096391975872,0.0520257826887661,0.0313140181445712,4,0.526012891344383,0.0520257826887661,0.02768698990277818,0.527163191250773,37.6343064,-121.6163068,0.1996,0.368,0.0,1
06001441928,Alameda,3736,0.0,4.086813466814513,0,0.0,7.234007778063363,0.01634725386725805,0,1340.418054672101,11.930997438224257,0.0521327014218009,0.1068965517241379,4,0.5178927237772715,0.05000213515948054,0.039429823738131003,0.37712836757676266,37.5499103,-121.9629333,0.2025,0.4062,0.01634725386725805,0
06001441929,Alameda,3064,0.0,90.06141947175708,0,0.0,6.249589266535668,0.3602456778870283,0,6346.906389263377,11.744925679994731,0.1754966887417218,0.1662561576354679,3,0.40762550542734677,0.017441879734995856,0.03522206429117782,1.0967822222728156,37.5543457,-121.9723074,0.1736,0.371,0.3602456778870283,0
06001441701,Alameda,3884,0.0,0.0,0,0.0,8.1741744356782,0.0,1,3526.2023282489263,11.802657933921683,0.1238645747316267,0.0235602094240837,3,0.5619322873658134,0.1238645747316267,0.05041072982265382,1.012490640257415,37.5479521,-122.0150386,0.108,0.3974,0.0,1
06001444304,Alameda,6408,0.0,0.0,0,0.0,8.932703233002938,0.0,1,381.7130918296903,12.153467965336215,0.0076608784473953,0.029705719044975,5,0.5038304392236976,0.0076608784473953,0.0221861177423196,0.06843235367469053,37.508137,-122.0358825,0.0666,0.2882,0.0,1
06001441525,Alameda,1603,0.4290105339146489,40.50077954732584,1,20.9,5.9039550975209645,0.20622343420674283,0,343.8519429325911,12.135408735779007,0.1073253833049403,0.051490514905149,5,0.45055097454909876,0.06385776641428396,0.018764150034066354,0.6336442438565937,37.4990214,-121.9388552,0.0407,0.237,0.20622343420674283,0
06001436301,Alameda,5255,0.0,40.32227262259444,0,0.0,6.552773532891312,0.16128909049037776,0,4968.589374956065,11.912131022907248,0.0591397849462365,0.1360278139939157,4,0.44892534722792937,0.03529327963179895,0.03489290074101474,0.38752961753658255,37.6678078,-122.0945904,0.1804,0.371,0.16128909049037776,0
06001450400,Alameda,7886,0.0,24.772901564478374,0,0.0,7.300288195744173,0.09909160625791351,0,2504.7508552322533,11.92684143044791,0.0096582466567607,0.1226243165842228,4,0.45528332019942364,0.007265618719626848,0.0364142478985292,0.07050798405993576,37.7126655,-121.9324172,0.232,0.4052,0.09909160625791351,0
06001441702,Alameda,5037,0.0,0.0,0,0.0,7.935186314530675,0.0,1,4462.480041748202,11.504711825195725,0.0719424460431654,0.0872919204222492,2,0.5359712230215827,0.0719424460431654,0.07438214622065942,0.5708767132755875,37.5583412,-122.0082979,0.134,0.4823,0.0,1
06001433801,Alameda,3528,0.0,19.4677846413774,0,0.0,6.857767391971671,0.0778711385655096,0,5876.640476061205,11.453759154301013,0.0382462686567164,0.0359342915811088,2,0.4801875650456034,0.03080056744126423,0.07237012180139488,0.2622840140586179,37.7049461,-122.1226567,0.0498,0.4355,0.0778711385655096,0
06001433802,Alameda,4301,2.1412264382543764,93.6360906283404,1,32.8,5.781044558694918,0.48798115566099287,0,4604.707455466036,11.52074481402236,0.173469387755102,0.078646748681898,2,0.34274411604705457,0.011039434624307475,0.03742458550238861,1.0028342601817715,37.6948314,-122.123894,0.2579,0.443,0.48798115566099287,0
06001436302,Alameda,3932,1.2928269081477175,67.23518424245111,1,21.0,6.424171578321195,0.3392255442142359,0,5083.395402836825,11.416788943839935,0.0966257668711656,0.0665694849368318,2,0.3787001113284649,0.031659254489656126,0.05382406357049721,0.6207405052672317,37.6641766,-122.087795,0.0943,0.415,0.3392255442142359,0
06001436403,Alameda,4519,0.0,4.373758065011793,0,0.0,7.257913248007327,0.017495032260047172,0,2849.875631772106,11.22764051711817,0.0640945861854387,0.0789820096533567,1,0.5232997769626958,0.061291244052917145,0.09498275320816765,0.46519294620084295,37.669152,-122.0708563,0.2826,0.6008,0.017495032260047172,0
06001436404,Alameda,3232,0.0,0.0,0,0.0,7.773967954539275,0.0,1,2053.6252812886883,11.924399152025561,0.0151770657672849,0.1123529411764705,4,0.5075885328836425,0.0151770657672849,0.040615973836588326,0.11798602291880785,37.6737239,-122.0592192,0.1824,0.4009,0.0,1
06001442502,Alameda,3866,0.0,0.0,0,0.0,7.749084176552931,0.0,1,3978.7349604617143,11.968836508558766,0.0185185185185185,0.0606435643564356,4,0.5092592592592593,0.0185185185185185,0.037040742122238735,0.14350155882505414,37.5396667,-121.9903682,0.1118,0.3526,0.0,1
06001442501,Alameda,3280,0.0,0.0,0,0.0,7.871178407038952,0.0,1,3333.437707325712,11.428108043136305,0.0475737392959086,0.0287713841368584,2,0.5237868696479543,0.0475737392959086,0.08054534521413059,0.37446138948805624,37.5346224,-121.9839849,0.1827,0.5241,0.0,1
06001450609,Alameda,4928,0.7439429207357658,31.632528055228903,1,11.8,7.112956462991808,0.16654839984298858,0,1833.0753566929272,11.937264664843688,0.0334029227557411,0.1566589684372594,4,0.4334272614563762,0.022836733843764858,0.03298874110235764,0.23759353529826482,37.6891989,-121.92397,0.2017,0.3738,0.16654839984298858,0
06001450608,Alameda,4658,0.0,0.0,0,0.0,8.52469797577179,0.0,1,1325.5805607566151,12.429224196812383,0.0256410256410256,0.0955914447839371,5,0.5128205128205128,0.0256410256410256,0.0,0.2185819993787635,37.6564813,-121.9043199,0.2182,0.3166,0.0,1
06001444303,Alameda,0,0.0,0.0,0,0.0,9.130851841664134,0.0,1,0.0,11.780445645598057,0.050834597875569,0.0510949092613641,1,0.5,0.0,0.04551129022074418,0.0,37.5249502,-122.0812538,0.0999,0.5477,0.0,1
06001432601,Alameda,4092,1.886373905907888,84.89617824874256,1,32.6,5.601679479378498,0.4450759301722069,0,3859.5210114875385,11.427018931961104,0.1420486700622524,0.2946350043975373,2,0.34848636994502274,0.021454777926234396,0.04474517601160847,0.7957111201607261,37.7215214,-122.1576682,0.1482,0.4184,0.4450759301722069,0
06001403401,Alameda,2717,0.0,46.39001925489155,0,0.0,6.889276211836558,0.1855600770195662,0,2358.26601111848,11.156036212354746,0.3899244332493702,0.2654241645244216,1,0.6021821781149019,0.20903841358546063,0.08342717997372878,2.686297122398738,37.8092493,-122.2597833,0.0887,0.4785,0.1855600770195662,0
06001403402,Alameda,1134,0.0,100.0,0,0.0,6.260409056637992,0.4,0,11429.528167776982,11.396638809178848,0.3836734693877551,0.4616216216216216,1,0.49183673469387756,0.0,0.0498463317395958,2.4019528625468216,37.8024095,-122.2651075,0.1222,0.4213,0.4,0
06001403302,Alameda,2556,0.0,81.04055509893006,0,0.0,6.050690751168191,0.32416222039572024,0,3104.317611089267,11.906560877324814,0.163135593220339,0.3052434456928839,4,0.4194866864123094,0.030929602910643766,0.02841976391524674,0.9870830250846414,37.7937603,-122.2667344,0.1316,0.3161,0.32416222039572024,0
06001982100,Alameda,923,0.0,24.26205701222045,0,0.0,7.131376202304456,0.0970482280488818,0,544.4264958730256,11.780445645598057,0.0,0.2015706806282722,1,0.4514758859755591,0.0,0.04551129022074418,0.0,37.8737516,-122.2546176,0.0183,0.4875,0.0970482280488818,0
06001420302,Alameda,2446,0.0,0.1355301607640073,0,0.0,7.521768920845643,0.0005421206430560293,0,1235.7266389396236,11.707990477911546,0.1133474576271186,0.1806615776081425,3,0.5564026684920312,0.11319383763557465,0.05799579376790238,0.8525733840365292,37.8906499,-122.3181164,0.1162,0.422,0.0005421206430560293,0
06001402801,Alameda,3254,0.0,99.99999999999996,0,0.0,5.454703056200038,0.39999999999999986,0,11164.05658525038,11.224336314580949,0.4305799648506151,0.3331539289558665,1,0.5152899824253077,1.912159163677774e-16,0.05816394634865985,2.348685850209155,37.8095483,-122.2707403,0.1502,0.4594,0.39999999999999986,0
06001402802,Alameda,1430,0.0,100.0,0,0.0,6.050081684867803,0.4,0,12073.024020131628,11.780445645598057,0.6220362622036262,0.2677966101694915,1,0.611018131101813,0.0,0.04551129022074418,3.7633701972817852,37.8070174,-122.2735577,0.0881,0.4618,0.4,0
06001420401,Alameda,1333,0.0,0.0,0,0.0,7.5328056526045994,0.0,1,6663.208077453291,11.194220452283124,0.2837528604118993,0.1163227016885553,1,0.6418764302059496,0.2837528604118993,0.09936289867922643,2.1374551508534787,37.8848762,-122.2997917,0.0019,0.4686,0.0,1
06001403301,Alameda,1830,10.17311810002231,100.0,1,32.6,5.154103327391699,0.7488999999999999,0,9308.403061520414,10.446334962324856,0.3683527885862516,0.2546045503791982,1,0.3097263942931259,0.0,0.040059096118606585,1.8985283333064102,37.7981065,-122.266955,0.2752,0.4802,0.7488999999999999,0
06001422902,Alameda,3022,5.188702809559034,99.74518151224028,1,21.0,5.341352307558299,0.5861418103357321,0,7840.129945243701,11.780445645598057,0.5069393718042366,0.1840721262208865,1,0.4603987807342523,0.0012917752410901934,0.04551129022074418,2.7077417833787143,37.8687746,-122.2698172,0.0962,0.4287,0.5861418103357321,0
06001422901,Alameda,2024,0.0,99.99999999999996,0,0.0,6.189410481034744,0.39999999999999986,0,12743.210753368958,10.811846914084002,0.4393404004711425,0.248015873015873,1,0.5196702002355713,1.9510633130043974e-16,0.07807618192983477,2.719258079418091,37.8657427,-122.2678632,0.0317,0.4238,0.39999999999999986,0
06001420402,Alameda,1661,0.0,0.0,0,0.0,7.882841927321308,0.0,1,650.6450109472202,10.982509191439233,0.1885625965996908,0.2884371029224905,1,0.5942812982998454,0.1885625965996908,0.1163962434392467,1.486409142400617,37.886211,-122.3141636,0.0851,0.5246,0.0,1
06001420301,Alameda,2645,0.0,19.45561170553664,0,0.0,6.921287587849564,0.07782244682214656,0,6363.460290929963,11.636814266884727,0.0525838621940163,0.1812130177514793,2,0.4873807076859349,0.042353350145774,0.05879229779135586,0.36394803272463694,37.8947347,-122.3047951,0.1095,0.4227,0.07782244682214656,0
06075020602,San Francisco,2564,20.303529643890812,100.0,1,0.0,7.112828681128453,0.7,0,10411.65000138721,12.188000320397427,0.2793791574279379,0.2308188265635074,5,0.28968957871396894,0.0,0.0058223394942900865,1.9871760838629378,37.7578121,-122.4306825,0.1348,0.1755,0.7,0
06001450603,Alameda,4897,0.0,6.920114537546204,0,0.0,7.460491658551831,0.027680458150184818,0,1249.6060710559566,12.217205445308151,0.0,0.056170561705617,5,0.4861597709249076,0.0,0.016585908505780584,0.0,37.6888372,-121.9106075,0.1087,0.292,0.027680458150184818,0
06001450604,Alameda,4993,0.0,0.0,0,0.0,7.836478998491049,0.0,1,2362.98483092628,12.101411884986621,0.0246189917936694,0.0387016229712858,4,0.5123094958968347,0.0246189917936694,0.02637431802942558,0.19292621215511374,37.6811898,-121.8865528,0.1219,0.3255,0.0,1
06001450605,Alameda,3814,0.0,0.0,0,0.0,8.192880026327868,0.0,1,2153.812837413055,12.114510931441727,0.0200892857142857,0.0445086705202312,4,0.5100446428571428,0.0200892857142857,0.025320427114941535,0.16458910767176507,37.6721104,-121.8819955,0.1844,0.3543,0.0,1
06001450606,Alameda,6028,0.0,0.0,0,0.0,8.181469436356561,0.0,1,2972.134770555488,12.367983139968873,0.0204978038067349,0.0913043478260869,5,0.5102489019033675,0.0204978038067349,0.004927182571798472,0.16770215535723476,37.6694706,-121.899759,0.2415,0.3423,0.0,1
06095980000,Solano,0,0.0,0.0,0,0.0,10.195364867919748,0.0,1,0.0,11.780445645598057,0.050834597875569,0.0510949092613641,1,0.5,0.0,0.04551129022074418,0.0,38.2544515,-121.9456515,0.0999,0.5477,0.0,1
06001451701,Alameda,2936,0.0,0.0,0,0.0,9.243446569095914,0.0,1,2401.168354209413,12.138821114172938,0.066410009624639,0.0744680851063829,5,0.5332050048123195,0.066410009624639,0.02336453812732109,0.613857375618496,37.6721084,-121.787947,0.1696,0.3422,0.0,1
06001451501,Alameda,4496,0.0,0.0,0,0.0,9.591042085270026,0.0,1,890.1009342940433,12.035171625435646,0.0642410460488914,0.0304955527318932,4,0.5321205230244457,0.0642410460488914,0.031703714176931186,0.6161385762566871,37.6733478,-121.7369681,0.23,0.3974,0.0,1
06001408000,Alameda,2860,0.0,0.0,0,0.0,8.472984616998977,0.0,1,1462.709336220056,12.166083637313811,0.0567970204841713,0.0559886605244507,5,0.5283985102420856,0.0567970204841713,0.021171116984602945,0.4812402808537592,37.8029603,-122.1828718,0.1616,0.3321,0.0,1
06001441401,Alameda,7549,0.0,0.0,0,0.0,7.869709827644007,0.0,1,4066.228392801123,12.055738008673774,0.0261934938741022,0.0546683046683046,4,0.5130967469370511,0.0261934938741022,0.030049034615884818,0.20613519616135517,37.5735085,-122.0375264,0.0854,0.3202,0.0,1
06001432400,Alameda,6346,0.0,2.3278821346444274,0,0.0,7.672885941074083,0.00931152853857771,0,765.8724171020364,11.319644067939931,0.0851553509781357,0.0635451505016722,1,0.537921911219779,0.08317303477602192,0.08844061579632077,0.6533872953273666,37.7085402,-122.1858996,0.1294,0.5142,0.00931152853857771,0
06001404300,Alameda,3587,0.0,20.66639963373645,0,0.0,7.048603379935366,0.08266559853494582,0,1934.1916638876955,12.33375320536495,0.0301966292134831,0.1366358192705498,5,0.47376551533926864,0.02395607314430707,0.007046202032397774,0.21284406273681197,37.844821,-122.2385523,0.0435,0.2316,0.08266559853494582,0
06041109002,Marin,4345,0.0,0.0,0,0.0,9.796639540911205,0.0,1,1736.3067873117502,11.877874087441102,0.056706114398422,0.0445604175030108,3,0.528353057199211,0.056706114398422,0.04435917323888017,0.5555293625270151,37.983487,-122.5480915,0.102,0.3748,0.0,1
06041130201,Marin,3367,0.0,0.0,0,0.0,9.218136093887386,0.0,1,2240.881567190561,12.127110603726878,0.0345584201865057,0.0966647823629169,5,0.5172792100932528,0.0345584201865057,0.024306713621191633,0.31856422046895466,37.8511021,-122.4854014,0.0599,0.289,0.0,1
06041112202,Marin,5808,0.0,0.0,0,0.0,9.429372213774295,0.0,1,872.2741048932505,11.541950144010844,0.0829090909090909,0.0656525220176141,2,0.5414545454545454,0.0829090909090909,0.071386117005524,0.7817806780874688,37.9558873,-122.4938964,0.0556,0.4342,0.0,1
06041131100,Marin,1286,0.0,0.0,0,0.0,9.992443672881569,0.0,1,9.414931992091,12.160253812580663,0.0,0.0342577487765089,5,0.5,0.0,0.02164015870762881,0.0,37.9207111,-122.5974613,0.1631,0.3345,0.0,1
06041990100,Marin,0,0.0,0.0,0,0.0,10.628036010095478,0.0,1,0.0,11.780445645598057,0.050834597875569,0.0510949092613641,1,0.5,0.0,0.04551129022074418,0.0,37.9956135,-123.0361398,0.0999,0.5477,0.0,1
06097151405,Sonoma,7271,0.0,0.0,0,0.0,10.990109399663488,0.0,1,1028.2863689234164,11.046068878586361,0.0516156105749055,0.026239907727797,1,0.5258078052874527,0.0516156105749055,0.11128251420396362,0.567261206948639,38.3926107,-122.7046899,0.0306,0.4945,0.0,1
06097153302,Sonoma,5594,0.0,0.0,0,0.0,11.060037519083185,0.0,1,1044.059854125211,11.365526937965504,0.0109024833434282,0.0090053213262382,1,0.5054512416717141,0.0109024833434282,0.08558034210370724,0.12058187482949538,38.4136158,-122.7542692,0.0246,0.4581,0.0,1
