GEOID,county_name,total_population,stop_density_per_sq_km,pct_area_covered_800m,agencies_serving,avg_stop_departures_per_day,log_dist_to_bart_m,transit_access_index,is_transit_desert,pop_density,log_median_income,zero_vehicle_pct,transit_mode_share,income_quintile,car_dependency_index,transit_need_gap,low_income_poor_transit,zero_veh_x_bart_dist,centroid_lat,centroid_lon,commute_burden_score,equity_need_score,transit_access_index,is_transit_desert
06097153708,Sonoma,1521,0.0,0.0,0,0.0,11.29008721595118,0.0,1,33.732603661503994,11.088873689986276,0.0666666666666666,0.011608623548922,1,0.5333333333333333,0.0666666666666666,0.10783862979717229,0.7526724810634112,38.4605395,-122.9868326,0.136,0.5445,0.0,1
06097152401,Sonoma,4417,0.0,0.0,0,0.0,11.119145422648396,0.0,1,446.18719369008033,11.979692612454556,0.0,0.0647113594040968,4,0.5,0.0,0.03616730837256232,0.0,38.4815708,-122.6925847,0.1127,0.3496,0.0,1
06097151205,Sonoma,2410,0.0,0.0,0,0.0,10.807093113718771,0.0,1,170.72786960216757,11.438955944770054,0.0754214729370008,0.0,2,0.5377107364685004,0.0754214729370008,0.07967257138191253,0.8150868808039881,38.298648,-122.6798799,0.0717,0.4663,0.0,1
06097154308,Sonoma,935,0.0,0.0,0,0.0,11.793624697641883,0.0,1,27.837048415577694,11.371442542558086,0.0259179265658747,0.0,1,0.5129589632829373,0.0259179265658747,0.08510439891538668,0.3056662988589685,38.7531796,-123.4845088,0.1672,0.5281,0.0,1
06097153405,Sonoma,3704,0.0,0.0,0,0.0,11.13435005446312,0.0,1,451.4365085929376,11.612146170510453,0.0619469026548672,0.0,2,0.5309734513274336,0.0619469026548672,0.06573845747439966,0.6897384989490422,38.4144344,-122.8473555,0.0742,0.4264,0.0,1
06097154304,Sonoma,2010,0.0,0.0,0,0.0,11.580263340259942,0.0,1,2.219929011218864,11.162672711690245,0.0174482006543075,0.0023174971031286,1,0.5087241003271538,0.0174482006543075,0.10190108932518571,0.20205475839057668,38.6435073,-123.1933099,0.117,0.5284,0.0,1
06081610700,San Mateo,6010,0.0,0.0,0,0.0,9.93770782400783,0.0,1,5357.104752838864,11.621492833175521,0.0877284595300261,0.0112123335669236,2,0.543864229765013,0.0877284595300261,0.06498646664077501,0.8718197986596947,37.4699794,-122.2192352,0.0571,0.4151,0.0,1
06081610800,San Mateo,4311,0.0,0.0,0,0.0,9.916237524592573,0.0,1,8538.910550469334,11.39840086484208,0.0851351351351351,0.0463522773075372,2,0.5425675675675675,0.0851351351351351,0.08293545241823463,0.8442202216882863,37.4701804,-122.2260217,0.0117,0.4456,0.0,1
06081611000,San Mateo,6735,0.0,0.0,0,0.0,9.908672378290099,0.0,1,4896.375790781688,11.961424519428453,0.0085933966530981,0.0233107111242254,4,0.504296698326549,0.0085933966530981,0.03763707774326752,0.08514915205224373,37.4663591,-122.233641,0.0525,0.3244,0.0,1
06081611200,San Mateo,2634,0.0,0.0,0,0.0,9.946306329268614,0.0,1,2338.000420677954,12.235233310273074,0.0,0.0237741456166419,5,0.5,0.0,0.015607642397267307,0.0,37.4564914,-122.2345971,0.0423,0.2616,0.0,1
06095250701,Solano,3579,0.0,0.0,0,0.0,9.872203221272912,0.0,1,1274.46106752776,10.908429982004845,0.0382470119521912,0.036914963744232,1,0.5191235059760956,0.0382470119521912,0.12235632656763584,0.37758227459848553,38.0900421,-122.2449025,0.2551,0.6127,0.0,1
06095251000,Solano,2206,0.0,0.0,0,0.0,9.925083418937211,0.0,1,3035.578369301621,10.889453589653007,0.0213713268032057,0.1014354066985645,1,0.5106856634016028,0.0213713268032057,0.12388308254623548,0.2121122012951853,38.1011281,-122.2485428,0.2699,0.6214,0.0,1
06095251300,Solano,3185,0.0,0.0,0,0.0,10.009185898219586,0.0,1,2540.051442051408,11.4980554523035,0.025514403292181,0.0614596670934699,2,0.5127572016460905,0.025514403292181,0.07491768832584833,0.25537840563358544,38.114676,-122.2358356,0.2388,0.5363,0.0,1
06001435104,Alameda,6856,0.276218234360077,10.483221194951492,1,21.0,7.426394529140306,0.08171943181060828,0,946.876107386344,11.632422586297608,0.044093851132686,0.1005443483829651,2,0.4811872096610389,0.0394713951850739,0.05886831101054395,0.32745833482050635,37.6385144,-122.0388422,0.1726,0.4547,0.08171943181060828,0
06001405301,Alameda,2872,0.0,0.0,0,0.0,7.1922964395774684,0.0,1,12610.125344300935,11.63210308329955,0.1859364435429344,0.2104247104247104,2,0.5929682217714672,0.1859364435429344,0.06413281319016395,1.337310020881544,37.8020757,-122.2513558,0.126,0.4479,0.0,1
06001982000,Alameda,50,0.0,6.830452205136295,0,0.0,6.872981740495727,0.02732180882054518,0,29.021062099993543,11.768869161634797,0.125,0.4857142857142857,3,0.5488390955897274,0.11646193474357963,0.051677637395703954,0.8591227175619659,37.796028,-122.2953295,0.1429,0.416,0.02732180882054518,0
06001450102,Alameda,7376,0.0,2.826230731261953,0,0.0,7.715610366222814,0.011304922925047813,0,769.3124349934129,12.15465302737464,0.0352617079889807,0.1702054794520548,5,0.5119783925319664,0.03426513076142827,0.021841038445459145,0.2720655996905013,37.7208227,-121.8911768,0.2336,0.3689,0.011304922925047813,0
06081611300,San Mateo,4946,0.0,0.0,0,0.0,9.987600452817604,0.0,1,2801.4941433382387,12.27205699595267,0.0252808988764044,0.007496876301541,5,0.5126404494382022,0.0252808988764044,0.012644972716802316,0.25249551706561263,37.451725,-122.2251406,0.0217,0.2454,0.0,1
