NAME,total_population,total_commuters,public_transit_commuters,drove_alone,carpooled,worked_from_home,travel_time_total,commute_60_to_89_min,commute_90_plus_min,median_household_income,total_households_vehicles,zero_vehicle_households,total_pop_race,white_non_hispanic,black,asian,hispanic_latino,state,county,tract,county_name,GEOID
Census Tract 6064; San Mateo County; California,4739,2426,211,1465,29,30,1816,342,53,147546,2439,238,4739,2168,151,1787,489,06,081,606400,San Mateo,06081606400
Census Tract 6065; San Mateo County; California,3479,1618,81,765,78,150,1082,39,0,226875,1338,18,3479,2439,26,557,214,06,081,606500,San Mateo,06081606500
Census Tract 6066; San Mateo County; California,3838,2041,129,1238,65,57,1536,154,91,209224,1478,21,3838,2231,0,897,374,06,081,606600,San Mateo,06081606600
Census Tract 6067; San Mateo County; California,2497,1278,56,787,54,38,963,74,25,172420,959,44,2497,1358,31,686,235,06,081,606700,San Mateo,06081606700
Census Tract 6068; San Mateo County; California,3809,1791,62,1152,45,16,1309,118,0,195313,1315,15,3809,1875,0,1467,170,06,081,606800,San Mateo,06081606800
Census Tract 6069; San Mateo County; California,2797,1320,27,724,127,82,969,53,4,250001,931,9,2797,1498,88,853,180,06,081,606900,San Mateo,06081606900
Census Tract 6070; San Mateo County; California,3436,1700,15,1177,160,0,1394,70,10,160341,1411,10,3436,1653,62,1119,319,06,081,607000,San Mateo,06081607000
Census Tract 6071; San Mateo County; California,2998,1484,116,921,64,0,1127,188,5,250001,1056,30,2998,1747,26,669,353,06,081,607100,San Mateo,06081607100
Census Tract 6072; San Mateo County; California,4424,2635,482,1463,178,169,2292,258,25,118848,1689,153,4424,1428,36,1211,1586,06,081,607200,San Mateo,06081607200
Census Tract 6073; San Mateo County; California,3853,2154,138,1317,93,59,1657,190,34,237321,1255,24,3853,2149,24,934,483,06,081,607300,San Mateo,06081607300
Census Tract 6074; San Mateo County; California,4799,2596,273,1290,274,95,2045,149,33,149028,1983,217,4799,2333,14,1200,854,06,081,607400,San Mateo,06081607400
Census Tract 6075; San Mateo County; California,6214,3675,456,1791,161,282,2746,186,46,202120,2511,192,6214,1680,246,2453,1569,06,081,607500,San Mateo,06081607500
Census Tract 6076; San Mateo County; California,3978,2140,115,1344,51,0,1554,53,95,119357,1770,129,3978,1579,66,975,832,06,081,607600,San Mateo,06081607600
Census Tract 6077.01; San Mateo County; California,4298,2395,198,1528,199,0,1955,130,0,149333,1388,32,4298,1044,17,1310,1379,06,081,607701,San Mateo,06081607701
Census Tract 6077.02; San Mateo County; California,3299,1457,77,1038,142,22,1301,89,12,152875,833,28,3299,852,79,799,1034,06,081,607702,San Mateo,06081607702
Census Tract 6078; San Mateo County; California,3432,1670,27,1004,152,20,1208,73,7,177014,1111,14,3432,1390,88,1118,594,06,081,607800,San Mateo,06081607800
Census Tract 6079; San Mateo County; California,3182,1927,109,1087,124,87,1447,120,28,133802,1713,98,3182,1633,109,1045,237,06,081,607900,San Mateo,06081607900
Census Tract 6080.01; San Mateo County; California,3531,1746,65,1166,122,12,1387,180,0,180000,1396,36,3531,1734,21,1389,259,06,081,608001,San Mateo,06081608001
Census Tract 6080.02; San Mateo County; California,3551,1530,41,777,106,18,1002,55,29,210179,1307,10,3551,1223,23,1721,304,06,081,608002,San Mateo,06081608002
Census Tract 6080.13; San Mateo County; California,3677,1910,100,904,85,18,1229,213,23,160833,1362,81,3677,1139,137,1980,209,06,081,608013,San Mateo,06081608013
Census Tract 6080.23; San Mateo County; California,2366,1109,58,586,79,7,747,50,58,234659,773,9,2366,828,6,1220,254,06,081,608023,San Mateo,06081608023
Census Tract 6080.24; San Mateo County; California,3192,1880,89,1058,204,58,1539,74,70,214719,1259,89,3192,1098,14,1872,69,06,081,608024,San Mateo,06081608024
Census Tract 6080.25; San Mateo County; California,6340,3062,258,1565,264,130,2286,381,85,181314,2525,373,6340,1730,93,3859,353,06,081,608025,San Mateo,06081608025
Census Tract 6081; San Mateo County; California,3564,1927,57,1149,249,3,1486,119,51,209313,1325,6,3564,790,266,1933,182,06,081,608100,San Mateo,06081608100
Census Tract 6082; San Mateo County; California,3798,1816,71,1039,244,8,1397,151,30,166250,1422,44,3798,1055,83,1555,652,06,081,608200,San Mateo,06081608200
Census Tract 6083; San Mateo County; California,3196,1709,28,1169,108,1,1318,73,23,188594,1289,70,3196,741,61,2088,178,06,081,608300,San Mateo,06081608300
Census Tract 6084; San Mateo County; California,5243,3085,103,1883,337,205,2875,168,80,150350,2131,203,5243,1478,229,1851,1500,06,081,608400,San Mateo,06081608400
Census Tract 6085.01; San Mateo County; California,5120,2885,210,1971,127,39,2367,164,49,168050,1621,62,5120,1832,56,1091,1753,06,081,608501,San Mateo,06081608501
Census Tract 6085.02; San Mateo County; California,2628,1562,119,865,215,18,1318,193,29,152667,1164,36,2628,1030,41,1124,204,06,081,608502,San Mateo,06081608502
Census Tract 6086; San Mateo County; California,4598,2501,258,1312,96,116,1793,144,74,138967,1976,255,4598,1979,58,1307,804,06,081,608600,San Mateo,06081608600
Census Tract 6087; San Mateo County; California,7315,3958,170,2150,114,78,2629,211,38,210804,2768,58,7315,3413,139,2200,1008,06,081,608700,San Mateo,06081608700
Census Tract 6088; San Mateo County; California,6278,3218,177,2143,179,24,2569,277,85,250001,2148,47,6278,3424,60,1628,716,06,081,608800,San Mateo,06081608800
Census Tract 6089; San Mateo County; California,7303,3578,189,1845,257,18,2325,212,14,148988,3111,270,7303,3228,44,2556,967,06,081,608900,San Mateo,06081608900
Census Tract 6090; San Mateo County; California,2637,1198,29,750,85,97,1005,84,49,166181,934,63,2637,1262,103,541,354,06,081,609000,San Mateo,06081609000
Census Tract 6091; San Mateo County; California,1478,868,47,407,25,15,499,58,4,214038,566,4,1478,852,9,352,122,06,081,609100,San Mateo,06081609100
Census Tract 6092.01; San Mateo County; California,3548,2015,84,1180,40,126,1501,72,22,165288,1438,122,3548,2432,7,523,262,06,081,609201,San Mateo,06081609201
Census Tract 6092.02; San Mateo County; California,5172,3052,181,1742,71,66,2315,147,23,142500,2196,136,5172,2435,88,1053,887,06,081,609202,San Mateo,06081609202
Census Tract 6093; San Mateo County; California,3449,1733,13,1082,66,15,1201,71,32,243750,1162,36,3449,2264,0,576,356,06,081,609300,San Mateo,06081609300
Census Tract 6094; San Mateo County; California,3408,1838,28,1041,85,0,1198,91,0,250001,1041,7,3408,2228,7,615,162,06,081,609400,San Mateo,06081609400
Census Tract 6095; San Mateo County; California,5029,2486,50,1286,126,18,1642,207,8,250001,1711,72,5029,3085,0,1118,558,06,081,609500,San Mateo,06081609500
Census Tract 6096.01; San Mateo County; California,3675,1754,69,1065,30,20,1220,82,35,229167,1274,35,3675,2259,56,891,265,06,081,609601,San Mateo,06081609601
Census Tract 6096.02; San Mateo County; California,1786,880,33,547,9,6,611,63,22,250001,649,7,1786,1026,42,390,169,06,081,609602,San Mateo,06081609602
Census Tract 6096.03; San Mateo County; California,4757,2483,151,1709,156,27,2147,110,33,250001,1875,30,4757,3426,52,723,187,06,081,609603,San Mateo,06081609603
Census Tract 6097; San Mateo County; California,4783,2418,11,1489,67,62,1667,57,11,250001,1688,0,4783,3500,17,569,401,06,081,609700,San Mateo,06081609700
Census Tract 6098; San Mateo County; California,4581,2066,6,1387,166,1,1648,55,23,208239,1669,0,4581,2864,127,661,779,06,081,609800,San Mateo,06081609800
Census Tract 6099; San Mateo County; California,2949,1429,28,861,65,42,1018,18,0,227614,1069,22,2949,2106,96,220,317,06,081,609900,San Mateo,06081609900
Census Tract 6100; San Mateo County; California,4780,2640,199,1162,6,111,1572,103,0,153303,1980,108,4780,2815,58,478,979,06,081,610000,San Mateo,06081610000
Census Tract 6101; San Mateo County; California,2551,1466,64,905,209,6,1238,73,45,122250,914,34,2551,1046,12,186,1052,06,081,610100,San Mateo,06081610100
Census Tract 6102.01; San Mateo County; California,5256,2917,123,1634,607,236,2691,52,14,75184,1795,277,5256,700,101,364,3905,06,081,610201,San Mateo,06081610201
Census Tract 6102.02; San Mateo County; California,4681,3269,307,1379,231,206,2238,50,7,173125,2226,385,4681,1663,259,1465,948,06,081,610202,San Mateo,06081610202
Census Tract 6102.03; San Mateo County; California,3134,1734,162,923,234,45,1502,53,4,75597,931,99,3134,301,67,95,2396,06,081,610203,San Mateo,06081610203
Census Tract 6103.02; San Mateo County; California,4398,2419,132,1549,216,15,1959,93,23,134924,1514,42,4398,1238,88,617,2306,06,081,610302,San Mateo,06081610302
Census Tract 6103.03; San Mateo County; California,7091,3576,214,2111,159,75,2614,207,43,202632,2870,170,7091,2923,12,3124,384,06,081,610303,San Mateo,06081610303
Census Tract 6103.04; San Mateo County; California,4497,2306,106,1248,194,0,1602,61,22,188802,1789,88,4497,1908,8,1921,292,06,081,610304,San Mateo,06081610304
Census Tract 6104; San Mateo County; California,5981,2875,25,1958,484,102,2600,126,23,94861,1462,49,5981,903,19,368,4449,06,081,610400,San Mateo,06081610400
Census Tract 6105; San Mateo County; California,4729,2265,66,1706,205,20,2010,80,9,95708,1353,41,4729,505,47,319,3835,06,081,610500,San Mateo,06081610500
Census Tract 6106.01; San Mateo County; California,5993,2824,91,1786,651,0,2575,92,34,96042,1527,75,5993,709,68,254,4874,06,081,610601,San Mateo,06081610601
Census Tract 6106.02; San Mateo County; California,2996,1541,43,970,104,33,1185,41,53,162188,1041,0,2996,1168,125,299,1279,06,081,610602,San Mateo,06081610602
Census Tract 6107; San Mateo County; California,6010,2854,32,2231,263,0,2589,93,70,111467,1915,168,6010,2334,119,770,2502,06,081,610700,San Mateo,06081610700
Census Tract 6108; San Mateo County; California,4311,2481,115,1566,268,140,2129,14,15,89178,1480,126,4311,833,41,410,2913,06,081,610800,San Mateo,06081610800
Census Tract 6109.01; San Mateo County; California,3591,2220,130,998,250,301,1850,60,0,112059,1350,105,3591,1055,0,420,1958,06,081,610901,San Mateo,06081610901
Census Tract 6109.02; San Mateo County; California,2804,1784,75,1025,79,29,1283,58,11,125541,1198,55,2804,1132,162,614,775,06,081,610902,San Mateo,06081610902
Census Tract 6110; San Mateo County; California,6735,3389,79,2475,331,7,3003,136,42,156595,2211,19,6735,2637,210,525,3083,06,081,611000,San Mateo,06081611000
Census Tract 6111; San Mateo County; California,6426,3245,49,2082,266,28,2491,136,27,220644,2293,14,6426,3916,82,964,873,06,081,611100,San Mateo,06081611100
Census Tract 6112; San Mateo County; California,2634,1346,32,855,70,6,984,37,20,205917,1023,0,2634,1718,69,399,306,06,081,611200,San Mateo,06081611200
Census Tract 6113; San Mateo County; California,4946,2401,18,1454,116,83,1856,45,7,213641,1780,45,4946,2676,68,658,1316,06,081,611300,San Mateo,06081611300
Census Tract 6114; San Mateo County; California,4251,1719,38,811,173,58,1122,43,25,250001,1268,21,4251,2815,80,797,381,06,081,611400,San Mateo,06081611400
Census Tract 6115; San Mateo County; California,2873,1188,49,548,65,8,691,46,20,250001,915,8,2873,1927,23,593,265,06,081,611500,San Mateo,06081611500
Census Tract 6116; San Mateo County; California,2335,1240,26,613,35,50,849,32,12,250001,746,11,2335,1247,96,510,331,06,081,611600,San Mateo,06081611600
Census Tract 6117; San Mateo County; California,5699,2970,128,1906,313,33,2491,166,64,114934,1628,92,5699,727,405,408,3327,06,081,611700,San Mateo,06081611700
Census Tract 6118; San Mateo County; California,4558,2252,89,1203,358,89,1897,71,18,116548,1014,22,4558,190,669,242,2726,06,081,611800,San Mateo,06081611800
Census Tract 6119.01; San Mateo County; California,4392,2349,92,1730,184,0,2238,104,127,135368,1043,53,4392,446,1075,426,2418,06,081,611901,San Mateo,06081611901
Census Tract 6119.02; San Mateo County; California,7336,3869,60,2625,498,32,3254,79,232,136287,1903,48,7336,1413,917,395,4102,06,081,611902,San Mateo,06081611902
Census Tract 6120.01; San Mateo County; California,4017,1986,39,1576,226,0,1857,120,16,112118,945,15,4017,93,239,149,2774,06,081,612001,San Mateo,06081612001
Census Tract 6120.02; San Mateo County; California,2941,1430,12,943,53,93,1346,24,8,91127,730,102,2941,315,405,137,1771,06,081,612002,San Mateo,06081612002
Census Tract 6121.01; San Mateo County; California,3484,1770,0,942,338,24,1501,40,24,115109,1293,118,3484,1039,63,304,1866,06,081,612101,San Mateo,06081612101
Census Tract 6121.02; San Mateo County; California,3935,2151,43,1232,176,0,1552,0,42,58618,1539,124,3935,658,390,265,2431,06,081,612102,San Mateo,06081612102
Census Tract 6125; San Mateo County; California,4524,2387,182,980,157,27,1632,55,17,175865,1839,205,4524,2415,261,1084,241,06,081,612500,San Mateo,06081612500
Census Tract 6126; San Mateo County; California,4372,2352,117,972,152,61,1733,13,81,160962,1888,308,4372,3021,39,739,340,06,081,612600,San Mateo,06081612600
Census Tract 6127; San Mateo County; California,2064,886,34,474,16,10,571,65,0,250001,752,7,2064,1646,0,282,57,06,081,612700,San Mateo,06081612700
Census Tract 6128; San Mateo County; California,3379,1416,0,810,66,0,959,14,0,250001,1004,2,3379,2395,7,328,202,06,081,612800,San Mateo,06081612800
Census Tract 6129; San Mateo County; California,4441,2022,62,1125,90,14,1394,69,36,250001,1605,35,4441,3053,2,871,317,06,081,612900,San Mateo,06081612900
Census Tract 6130; San Mateo County; California,3460,1584,105,713,59,53,1075,82,67,249479,1237,55,3460,2252,26,657,299,06,081,613000,San Mateo,06081613000
Census Tract 6132; San Mateo County; California,6851,2797,37,1396,102,54,1726,57,31,248269,2540,116,6851,5143,4,433,943,06,081,613200,San Mateo,06081613200
Census Tract 6133; San Mateo County; California,2734,1269,0,749,55,15,852,14,0,250001,847,5,2734,1999,31,292,208,06,081,613300,San Mateo,06081613300
Census Tract 6134; San Mateo County; California,3067,1331,0,846,73,43,1013,95,23,250001,1042,12,3067,2662,0,109,192,06,081,613400,San Mateo,06081613400
Census Tract 6135.01; San Mateo County; California,4247,2062,0,1056,255,146,1520,73,0,149327,1376,11,4247,2501,1,322,1233,06,081,613501,San Mateo,06081613501
Census Tract 6135.02; San Mateo County; California,6164,3171,105,2241,101,22,2479,288,38,215336,2434,23,6164,5250,21,230,565,06,081,613502,San Mateo,06081613502
Census Tract 6136; San Mateo County; California,5814,2883,142,1510,259,15,2085,60,42,165913,2120,44,5814,4035,14,210,1309,06,081,613600,San Mateo,06081613600
Census Tract 6137.01; San Mateo County; California,3929,1898,0,1177,36,59,1370,70,75,180216,1517,12,3929,3013,10,36,572,06,081,613701,San Mateo,06081613701
Census Tract 6137.02; San Mateo County; California,4687,2441,20,1732,294,175,2261,373,0,120557,1708,150,4687,2712,16,209,1678,06,081,613702,San Mateo,06081613702
Census Tract 6138; San Mateo County; California,4064,2471,0,1586,330,70,1986,354,0,208703,1525,36,4064,2745,0,160,791,06,081,613800,San Mateo,06081613800
Census Tract 6139; San Mateo County; California,6358,2936,114,1376,119,98,2010,205,0,224223,2013,188,6358,3845,176,973,829,06,081,613900,San Mateo,06081613900
Census Tract 6140; San Mateo County; California,5872,3292,210,2210,312,25,2810,175,58,195082,1893,40,5872,1551,66,2769,1176,06,081,614000,San Mateo,06081614000
Census Tract 9843; San Mateo County; California,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,06,081,984300,San Mateo,06081984300
Census Tract 9901; San Mateo County; California,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,06,081,990100,San Mateo,06081990100
Census Tract 5001; Santa Clara County; California,7903,4838,174,2909,873,123,4215,410,61,154868,2872,88,7903,1200,527,1787,3941,06,085,500100,Santa Clara,06085500100
Census Tract 5002; Santa Clara County; California,5406,2914,67,1629,280,209,2242,269,39,155536,1927,49,5406,1413,468,1118,1793,06,085,500200,Santa Clara,06085500200
Census Tract 5003; Santa Clara County; California,4156,2538,212,1349,203,76,1992,143,70,116172,1681,51,4156,1713,161,597,1478,06,085,500300,Santa Clara,06085500300
Census Tract 5004; Santa Clara County; California,2545,1515,211,936,78,33,1274,76,63,146607,1029,101,2545,805,157,530,803,06,085,500400,Santa Clara,06085500400
Census Tract 5005; Santa Clara County; California,5020,2582,141,1358,106,15,1691,114,19,171885,2093,234,5020,2986,207,745,868,06,085,500500,Santa Clara,06085500500
Census Tract 5006; Santa Clara County; California,6069,3102,269,1671,215,213,2392,157,163,119675,2285,298,6069,1971,272,1243,2196,06,085,500600,Santa Clara,06085500600
Census Tract 5008; Santa Clara County; California,4483,3038,298,1677,174,193,2430,231,30,152112,2425,520,4483,1727,550,673,1202,06,085,500800,Santa Clara,06085500800
Census Tract 5009.01; Santa Clara County; California,4459,2496,259,1214,142,286,1968,224,74,73750,2192,550,4459,1127,234,2048,989,06,085,500901,Santa Clara,06085500901
Census Tract 5009.02; Santa Clara County; California,4613,1892,175,768,223,531,1767,68,11,41250,550,41,4613,854,344,1521,1509,06,085,500902,Santa Clara,06085500902
